location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:73,Dies wiederum wird hier sehr gerne gesehen. Zu gerne. Ich kann allein kaum alle meine Kunden beliefern.,那是在这儿最普通的职业。太普通了。我几乎供应不起他们的需求了。,,,DIA_BaalKagan_WhyHere_13_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:90,Zeig mir deine Waren.,给我看看你的货。,,,DIA_BaalKagan_TRADE.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:103,Zeig mir deine Waren.,给我看看你的货。,,,DIA_BaalKagan_TRADE_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:104,Wie du wünschst.,如你所愿。,,,DIA_BaalKagan_TRADE_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:116,Warum schicken sie nicht einen weiteren Mann?,他们为什么不再派一个人来这儿？,,,DIA_BaalKagan_OrderHelp.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:129,Warum schicken sie nicht einen weiteren Mann?,他们为什么不再派一个人来这儿？,,,DIA_BaalKagan_OrderHelp_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:130,"Baal Isidro sollte mich unterstützen, aber er sitzt den ganzen Tag in der Kneipe auf dem See und tauscht sein Kraut gegen Reisschnaps ein.",巴尔．以西卓打算帮我的，但是他仅仅花费整天整天的时间在湖边的酒吧里，用他的沼泽烟草交换米酒。,,,DIA_BaalKagan_OrderHelp_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:131,"Er ist dem Schnaps verfallen. Ich fürchte, von ihm ist keine Hilfe zu erwarten.",他已经沉溺进去了。恐怕我不能期望他的任何帮助了。,,,DIA_BaalKagan_OrderHelp_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:150,"Ich könnte dir helfen, dein Kraut unter die Leute zu bringen.",我能帮你把沼泽烟草卖给人们。,,,DIA_BaalKagan_WannaHelp.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:163,"Ich könnte dir helfen, dein Kraut unter die Leute zu bringen.",我能帮你把沼泽烟草卖给人们。,,,DIA_BaalKagan_WannaHelp_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:164,"Eine so große Menge Kraut kann ich dir nur anvertrauen, wenn du ein Mitglied der Bruderschaft bist.",我只信任把这份工作分配给兄弟会的人。,,,DIA_BaalKagan_WannaHelp_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:165,"Aber du könntest mir helfen, Geschenke zu verteilen.",但是你可以帮我分发沼泽烟草。,,,DIA_BaalKagan_WannaHelp_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:166,"Es sind noch nicht alle hier auf den Geschmack gekommen. Wenn sie erst einmal unser Kraut gekostet haben, werden sie mehr verlangen und ich kann mehr verkaufen.",不是每个人都尝过我的货。但是只要他们尝过，他们就会想要更多的货，那就意味着我能卖得更多。,,,DIA_BaalKagan_WannaHelp_13_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:167,"Ich denke, du schaffst es JETZT schon kaum, deine Aufgabe zu erfüllen.",我认为你几乎不能完成任务了。,,,DIA_BaalKagan_WannaHelp_15_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:168,Für Baal Isidro wird bald gesorgt. Ich habe schon eine Nachricht an Cor Kalom geschickt.,巴尔．以西卓不久就会负责此事。我已经送信给寇尔卡隆了。,,,DIA_BaalKagan_WannaHelp_13_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:180,Wenn ich das Kraut für dich verteile - was ist für mich drin?,如果我为你分发沼泽烟草，我会得到什么好处？,,,DIA_BaalKagan_WasDrin.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:193,Wenn ich das Kraut für dich verteile - was ist für mich drin?,如果我为你分发沼泽烟草，我会得到什么好处？,,,DIA_BaalKagan_WasDrin_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:194,Ich kann dich auf viele Arten entlohnen.,我能以不同的方式奖赏你。,,,DIA_BaalKagan_WasDrin_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:195,"Du kannst von mir magische Spruchrollen erhalten, die mit mächtiger Magie des Schläfers belegt sind.",你可以得到承受沈睡者魔法能量的魔法符咒。,,,DIA_BaalKagan_WasDrin_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:198,"Ich kann dir aber auch helfen, leichter in unsere Gemeinschaft aufgenommen zu werden, wenn du das wünschst. Ich habe sehr gute Kontakte zu Cor Kalom und Baal Tyon.",如果你愿意，或许我能够帮助你加入我们的团体中来。我与 寇尔卡隆 和 巴尔．泰昂有着广泛的接触。,,,DIA_BaalKagan_WasDrin_13_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:199,"Beide stehen Y'Berion, unserem Meister, sehr nahe.",他们都与我们的主人贝理昂有着亲密的关系。,,,DIA_BaalKagan_WasDrin_13_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:202,"Ich kann dich aber auch mit schnödem Erz bezahlen, wenn das dein Wunsch ist. 100 Brocken sollten für deine Mühe genügen.",如果你愿意，我还可以会钱给你。１００个矿块应该足够了。,,,DIA_BaalKagan_WasDrin_13_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:216,"Okay, gib her das Kraut. An wen soll ich es verteilen?",好，给我沼泽烟草。你为什么想让我分发呢？,,,DIA_BaalKagan_GimmeKraut.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:229,"Okay, gib her das Kraut. An wen soll ich es verteilen?",好，给我沼泽烟草。你为什么想让我分发呢？,,,DIA_BaalKagan_GimmeKraut_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:230,Du findest sicher leicht Abnehmer. Rede mit den Leuten. Aber gib jedem nur EINEN Stengel.,相信你能找到会接受它们的人。去和人们谈谈。但是每个人只给一粒。,,,DIA_BaalKagan_GimmeKraut_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:231,"Noch was: Wenn du dir das Kraut abnehmen lässt oder es selber rauchst, gilt unsere Abmachung nicht mehr.",另外：如果你被人拿走了沼泽烟草，或你自己把它烧掉了，我们的交易就作废。,,,DIA_BaalKagan_GimmeKraut_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:232,Sicher.,一定。,,,DIA_BaalKagan_GimmeKraut_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:253,Ich habe das Kraut verteilt,我已经分完沼泽烟草了。,,,DIA_BaalKagan_SUCCESS.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:266,Ich habe das Kraut verteilt.,我已经分完沼泽烟草了。,,,DIA_BaalKagan_SUCCESS_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:269,Die ersten neuen Kunden waren schon bei mir. Du hast gute Arbeit geleistet.,最初的新客户已经来找我了。你做得很好。,,,DIA_BaalKagan_SUCCESS_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:270,Wie soll deine Belohnung aussehen.,你想要什么报酬？,,,DIA_BaalKagan_SUCCESS_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:273,Ich nehme das Erz.,我要拿到矿石。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_Erz,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:276,"Hilf mir, in der Bruderschaft aufgenommen zu werden.",请帮助我加入兄弟会。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_Join,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:279,Die Spruchrollen interessieren mich - was sind das für Sprüche?,这些符咒很有意思－－有什么类别的？,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_WhatSpells,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:288,Ich habe noch keinen neuen Kunden hier gesehen. Verteil mehr.,我还没见过一个新客户。再分发一些吧！,,,DIA_BaalKagan_NO_SUCCESS_13_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:294,Die Spruchrollen interessieren mich - was sind das für Sprüche?,这些符咒很有意思－－有什么类别的？,,,DIA_BaalKagan_SUCCESS_WhatSpells_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:295,"Windfaust, Charme, Telekinese, Pyrokinese und Schlaf. Von diesen Sprüchen darfst du drei wählen.",暴风术、魅惑术、心灵遥感术、佩罗尼丝法术和催眠术。你可以任意挑选三种。,,,DIA_BaalKagan_SUCCESS_WhatSpells_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:296,Ich nehme die drei Spruchrollen.,我要得到三种法术滚动条。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:302,"Hilf mir, in der Bruderschaft aufgenommen zu werden.",请帮助我加入兄弟会。,,,DIA_BaalKagan_SUCCESS_Join_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:303,"Deine Bitte ist bescheiden. Ich werde dir helfen, hör gut zu. Baal Tyon ist einer der niederen Gurus - so wie ich.",你的要求很谦逊。我会帮助你的。听我说－－巴尔．泰昂是一个低级导师－－正像我这样。,,,DIA_BaalKagan_SUCCESS_Join_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:304,Y'Berion hat ihn zu einem seiner Berater gemacht. Das ist ihm nicht bekommen.,贝理昂请他作一名顾问。但是那并没给他带来多少好处。,,,DIA_BaalKagan_SUCCESS_Join_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:305,"Er hält sich jetzt für so wichtig, dass er mit niemanden außer seinen Schülern mehr redet.",他现在觉得自己很重要，除了自己的信徒，他不与其他人说话。,,,DIA_BaalKagan_SUCCESS_Join_13_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:306,"Wenn du ihm das hier gibst, wird sich seine Zunge lösen.",如果你给他这个，那么他就能更放松。,,,DIA_BaalKagan_SUCCESS_Join_13_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:317,Ich nehme die 100 Erz.,我要１００个矿石。,,,DIA_BaalKagan_SUCCESS_Erz_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:318,Wie du willst. Hier.,很好。给你。,,,DIA_BaalKagan_SUCCESS_Erz_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:328,Ich nehme die Spruchrollen.,我要符咒。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:329,Eine gute Entscheidung. Wähle drei aus.,很好的决定。选三种吧。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:331,Windfaust,暴风术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Windfaust,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:332,Telekinese,心灵感应,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Telekinese,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:333,Pyrokinese,疯狂,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Pyrokinese,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:334,Schlaf.,催眠术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Schlaf,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:335,Charme,魅惑术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Charme,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:349,Das waren drei. Verwende sie weise.,是三种。好好用吧。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_DREI_13_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:33,Du siehst nicht sehr glücklich aus.,你看起来不是很开心。,,,DIA_BaalIsidro_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:43,Du siehst nicht sehr glücklich aus.,你看起来不是很开心。,,,DIA_BaalIsidro_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:44,Bin ich auch nicht!,我没有！,,,DIA_BaalIsidro_Hello_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:45,Ich muss noch 'nen ganzen Berg Kraut loswerden.,我需要卖掉一大堆沼泽烟草。,,,DIA_BaalIsidro_Hello_03_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:46,Du bist hier um Waren aus dem Sektenlager zu verkaufen?,你到这儿来卖货吗？,,,DIA_BaalIsidro_Hello_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:47,Ja. Aber ich kann mich einfach nicht aufraffen.,是的。但请不要打扰我。,,,DIA_BaalIsidro_Hello_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:61,"Zeig mir, was du hast.",给我看看你的货。,,,DIA_BaalIsidro_TRADE.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:74,"Zeig mir, was du hast.",给我看看你的货。,,,DIA_BaalIsidro_TRADE_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:75,Hier ...,给你．．．,,,DIA_BaalIsidro_TRADE_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:87,Ich könnte das Kraut für dich verkaufen - gegen Beteiligung versteht sich.,我可以为你卖沼泽烟草－－当然你可以考虑。,,,DIA_BaalIsidro_GimmeKraut.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:100,Ich könnte das Kraut für dich verkaufen - gegen Beteiligung versteht sich.,我可以为你卖沼泽烟草－－当然你可以考虑。,,,DIA_BaalIsidro_GimmeKraut_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:101,Vergiss es - so besoffen bin ich nun auch wieder nicht. Du brennst doch einfach damit durch.,不－－我还没醉。你会带着它们逃走的。,,,DIA_BaalIsidro_GimmeKraut_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:117,"Du hast ein Problem. Baal Kagan will dafür sorgen, dass du ersetzt wirst.",我告诉你－－你有一个难题。巴尔．卡甘会确定取代你的。,,,DIA_BaalIsidro_Problem.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:130,"Ich sag dir was - du hast ein Problem. Baal Kagan will dafür sorgen, dass du ersetzt wirst.",我告诉你－－你有一个难题。巴尔．卡甘会确定取代你的。,,,DIA_BaalIsidro_Problem_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:131,Was? Beim großen Schläfer. Ich muss das Zeug loswerden ...,什么？沈睡者怜悯我了！我必须摆脱掉它们．．．,,,DIA_BaalIsidro_Problem_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:155,Hier - trink noch einen auf meine Rechnung.,你走吧－－再给我拿杯酒来。,,,DIA_BaalIsidro_Drink.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:168,Hier - trink noch einen auf meine Rechnung.,你走吧－－再给我拿杯酒来。,,,DIA_BaalIsidro_Drink_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:172,"Danke, Mann. Ich trinke auf dein Wohl!",谢谢你。我要为你的健康干杯！,,,DIA_BaalIsidro_Drink_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:221,Was? Wo?,什么？哪儿？,,,DIA_BaalIsidro_NO_Drink_03_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:237,Überleg's dir - Gib mir das Kraut und wir teilen den Gewinn.,考虑考虑吧－－给我沼泽烟草，我们可以分离利润。,,,DIA_BaalIsidro_ThinkAgain.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:250,Überleg's dir - Gib mir das Kraut und wir teilen den Gewinn.,考虑考虑吧－－给我沼泽烟草，我们可以分离利润。,,,DIA_BaalIsidro_ThinkAgain_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:254,"Oh Mann, ich muss das Zeug loswerden. Du willst mich doch nicht über's Ohr hauen, oder?",噢，年轻人，我必须摆脱掉它们。你不会想拿我当傻子耍吧？,,,DIA_BaalIsidro_ThinkAgain_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:255,Ich geb' dir mein Wort.,我向你保证。,,,DIA_BaalIsidro_ThinkAgain_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:256,"Gut, hier ist das Zeug... Du müsstest mindestens 400 Erz dafür kriegen. Also 200 für jeden. Ich bin die ganze Zeit hier. Wenn du das Erz hast, komm zurück.",好，这些是给你的．．．你至少应该卖４００个矿石。那样，我们每人分得２００。我会在这儿等着你的。一拿到矿石，你就要马上回来。,,,DIA_BaalIsidro_ThinkAgain_03_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:257,"Weißt du, wer hier größere Mengen abnimmt?",你知道谁在这儿拿走大量的沼泽烟草了吗？,,,DIA_BaalIsidro_ThinkAgain_15_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:258,"Wenn ich das wüsste, wär' ich selber losgegangen.",如果我知道我早就走了。,,,DIA_BaalIsidro_ThinkAgain_03_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:259,"Jetzt, wo ich das Zeug los bin, fühle ich mich schon viel besser.",现在我感觉很好，我已经把它们都卖掉了。,,,DIA_BaalIsidro_ThinkAgain_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:277,"Nee, Mann. Ich schaff das schon noch ...",不，年轻人。我会．．．,,,DIA_BaalIsidro_REFUSE_ThinkAgain_03_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:290,Ich hab' das Kraut verkauft. Hier sind deine 200 Erz.,我卖完沼泽烟草了。这是给你的２００个矿石。,,,DIA_BaalIsidro_RUNNING.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:303,Ich hab' das Kraut verkauft.,我卖完沼泽烟草了。,,,DIA_BaalIsidro_RUNNING_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:304,Meine 200?,我的２００个矿石呢？,,,DIA_BaalIsidro_RUNNING_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:308,Hier sind sie.,给你。,,,DIA_BaalIsidro_RUNNING_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:309,Gut ... Jetzt kann mich Baal Kagan mal. (lacht dreckig),好．．．现在我再也不谴责 巴尔．卡甘。,,,DIA_BaalIsidro_RUNNING_03_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:310,"War ne gute Idee, mit dir Geschäfte zu machen.",和你做生意是个好主意。,,,DIA_BaalIsidro_RUNNING_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:321,Hab ich nicht bei mir.,我不会自己做的。,,,DIA_BaalIsidro_RUNNING_NoOre_15_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:322,Dann schaff sie ran!,那么就收获吧！,,,DIA_BaalIsidro_RUNNING_NoOre_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:46,Tritt näher! Hier gibt es ein Willkommensgeschenk für jeden Neuen!,过来！每一个到此地的新来者都会收到一份欢迎的礼物！,,,DIA_Fortuno_Greet_05_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:60,Was hast du für mich?,你给我什么？,,,DIA_Fortuno_GetGeschenk.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:70,Was hast du für mich?,你给我什么？,,,DIA_Fortuno_GetGeschenk_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:71,"Hier, nimm drei Rollen Sumpfkraut. Es ist Schwarzer Weiser. Gutes Zeug.",来，拿走三卷沼泽烟草。它们产自北部黑暗地区。很好的货色。,,,DIA_Fortuno_GetGeschenk_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:72,"Du kannst jeden Tag mehr davon haben, aber wenn du mehr als deine tägliche Ration willst, musst du zahlen.",你每天可以要更多的配给量，但是你如果超出你的定量，你必须付钱。,,,DIA_Fortuno_GetGeschenk_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:73,"Falls du auf deinem Weg zwischen den Lagern Kräuter und Beeren findest, bring sie zu mir. Ich werde sie dir abkaufen.",如果你在营地间找到了一些浆果或药草，你可以把它们带给我。我会买下它们。,,,DIA_Fortuno_GetGeschenk_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:93,Ich will mir meine tägliche Ration abholen.,我来收集我的日常供应。,,,DIA_Fortuno_DailyRation.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:106,Ich will mir meine tägliche Ration abholen.,我来收集我的日常供应。,,,DIA_Fortuno_DailyRation_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:109,Hier nimm. 3 Schwarzer Weiser - aber nicht alle auf einmal rauchen.,拿着。三卷北部黑暗地区的沼泽烟草－－但是不要一口气同时抽它们。,,,DIA_Fortuno_DailyRation_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:116,"Du hattest deine Tagesration schon. Wenn du mehr willst, komm morgen wieder oder kauf was.",你已经得到了你的日常供应。如果你想得到更多的量，那么明天再回来或买一些吧。,,,DIA_Fortuno_DailyRation_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:131,Ich will handeln.,我想做交易。,,,DIA_Fortuno_BuyJoints.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:144,Ich will handeln.,我想做交易。,,,DIA_Fortuno_BuyJoints_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:145,Was willst du haben? Oder willst du was verkaufen?,你想要什么？或者你想卖什么？,,,DIA_Fortuno_BuyJoints_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:33,Ghorim schickt mich.,哥里姆派我来。,,,DIA_Harlok_FetchHarlok.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:46,Ghorim schickt mich.,哥里姆派我来。,,,DIA_Harlok_FetchHarlok_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:47,Was?,什么？,,,DIA_Harlok_FetchHarlok_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:50,"Schwing deinen Hintern zu den Krautstampfern, oder es gibt saures.",你这个笨蛋快去烟草捣碎器那里，否则就要给你好看！,,,DIA_Harlok_FetchHarlok.DIA_Harlok_FetchHarlok_OrElse,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:51,"Ich soll dich daran erinnern, dass du ihn ablösen sollst.",我到这儿来提醒你，你应该去接管他的事了。,,,DIA_Harlok_FetchHarlok.DIA_Harlok_FetchHarlok_Please,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:56,"Ich soll dich daran erinnern, dass du ihn ablösen sollst.",我到这儿来提醒你，你应该去接管他的事了。,,,DIA_Harlok_FetchHarlok_Please_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:57,"Das ist aber nett von dir. Erinnere mich doch noch mal, wenn ich ausgeschlafen habe, ja?",你真好。当我快睡着时，请再提醒我一次，好吗？,,,DIA_Harlok_FetchHarlok_Please_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:62,"Schwing deinen Hintern zu den Krautstampfern, oder es gibt Saures.",你这个笨蛋快去烟草捣碎器那里，否则就要给你好看！,,,DIA_Harlok_FetchHarlok_OrElse_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:63,"VERSUCH doch mal, dich mit mir anzulegen, du Penner!",你再烦我，就有你好看的，可恶！,,,DIA_Harlok_FetchHarlok_OrElse_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:70,Schon gut.,好吧，好吧。,,,DIA_Harlok_FetchHarlok_BACK_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:83,"Ich wollte dich nochmal dran erinnern, deinen Kumpel abzulösen!",我只想提醒你去接替你的朋友！,,,DIA_Harlok_HarlokAgain.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:96,"Ich wollte dich noch mal dran erinnern, deinen Kumpel abzulösen!",我只想提醒你去接替你的朋友！,,,DIA_Harlok_HarlokAgain_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:97,"Hör zu! Ich habe gesagt, mach, dass du wegkommst!",听着！我告诉你小心点！,,,DIA_Harlok_HarlokAgain_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:111,"Hast du langsam Lust bekommen, deinen Freud abzulösen?",好，你不想让你的朋友休息吗？,,,DIA_Harlok_SendHarlok.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:124,"Na, hast du langsam Lust bekommen, deinen Freund abzulösen?",好，你不想让你的朋友休息吗？,,,DIA_Harlok_SendHarlok_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:125,Du verdammter Mistkerl! Wieso mischst du dich überhaupt in unsere Angelegenheiten?,可恶！你为什么要多管闲事？,,,DIA_Harlok_SendHarlok_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:126,Ich will dich einfach stampfen sehen.,我只想提醒你。,,,DIA_Harlok_SendHarlok_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:127,Ist ja schon gut - ich gehe ja ... Mistkerl!,好吧，好吧－－我这就去．．．可恶！,,,DIA_Harlok_SendHarlok_01_03,,
